date,nombre,variacion
2026-01-04,Edu Expósito,-0.031
2026-01-04,José Giménez,-0.03
2026-01-04,Robert Navarro,-0.029
2026-01-04,Nobel Mendy,-0.029
2026-01-04,Abel Ruiz,-0.028
2026-01-04,Pablo Martínez,-0.028
2026-01-04,Thiago Borbas,-0.028
2026-01-04,Santi Comesaña,-0.028
2026-01-04,Aurélien Tchouaméni,-0.028
2026-01-04,Calebe Gonçalves,-0.027
2026-01-04,Ricardo Rodríguez,-0.027
2026-01-04,Santiago Mouriño,-0.027
2026-01-04,Natan Souza,-0.027
2026-01-04,Marc Bernal,-0.026
2026-01-04,Jon Pacheco,-0.026
2026-01-04,Alejandro Rego,-0.025
2026-01-04,Diego Llorente,-0.025
2026-01-04,Selton Sánchez,-0.024
2026-01-04,Dani Pérez,-0.024
2026-01-04,Luis Milla,-0.024
2026-01-04,Fede Valverde,-0.024
2026-01-04,Ørjan Nyland,-0.023
2026-01-04,Juanmi Jiménez,-0.023
2026-01-04,Jhon Solís,-0.023
2026-01-04,Chidera Ejuke,-0.023
2026-01-04,Umar Sadiq,-0.022
2026-01-04,Martin Valjent,-0.022
2026-01-04,Carles Aleñá,-0.021
2026-01-04,Abu Kamara,-0.02
2026-01-04,Jofre Torrents,-0.02
2026-01-04,Yvan Neyou,-0.02
2026-01-04,Antonio Sánchez,-0.02
2026-01-04,Ángel Ortiz,-0.02
2026-01-04,Fran García,-0.019
2026-01-04,Sergio Camello,-0.019
2026-01-04,Pablo Marín,-0.018
2026-01-04,Carlos Benavídez,-0.018
2026-01-04,Marko Dmitrović,-0.017
2026-01-04,Roberto Fernández,-0.017
2026-01-04,Vinícius Júnior,-0.017
2026-01-04,Kylian Mbappé,-0.017
2026-01-04,Aitor Mañas,-0.016
2026-01-04,Víctor Parada,-0.016
2026-01-04,Alberto Dadie,-0.016
2026-01-04,Ali Houary,-0.016
2026-01-04,Lancinet Kourouma,-0.016
2026-01-04,Pacha Espino,-0.016
2026-01-04,Eric Bailly,-0.016
2026-01-04,Omar El Hilali,-0.015
2026-01-04,Urko Izeta,-0.014
2026-01-04,Mikel Vesga,-0.014
2026-01-04,Fábio Cardoso,-0.014
2026-01-04,Julián Álvarez,-0.014
2026-01-04,Dani Calvo,-0.013
2026-01-04,Oier Luengo,-0.012
2026-01-04,Adam Boayar,-0.012
2026-01-04,Rubén Sánchez,-0.012
2026-01-04,Mariano Díaz,-0.012
2026-01-04,Nico Fonseca,-0.012
2026-01-04,Djibril Sow,-0.012
2026-01-04,Tanguy Nianzou,-0.01
2026-01-04,Beñat Turrientes,-0.01
2026-01-04,Thierry Correia,-0.01
2026-01-04,Pablo García,-0.009
2026-01-04,Joan Jordan,-0.009
2026-01-04,Federico Viñas,-0.009
2026-01-04,Marcus Rashford,-0.009
2026-01-04,Antony Santos,-0.009
2026-01-04,Manu Fernández,-0.008
2026-01-04,Marcão,-0.007
2026-01-04,David López,-0.007
2026-01-04,Luka Sučić,-0.007
2026-01-04,Abdón Prats,-0.007
2026-01-04,Mateu Morey,-0.006
2026-01-04,Diego Conde,-0.006
2026-01-04,Manu Bueno,-0.006
2026-01-04,Pablo Barrios,-0.006
2026-01-04,Matías Dituro,-0.005
2026-01-04,Adrián de la Fuente,-0.005
2026-01-04,Álvaro Valles,-0.005
2026-01-04,Isi Palazón,-0.005
2026-01-04,Logan Costa,-0.004
2026-01-04,Pau Navarro,-0.004
2026-01-04,Kike García,-0.004
2026-01-04,Marcos Alonso,-0.004
2026-01-04,Jude Bellingham,-0.004
2026-01-04,Javi Muñoz,-0.003
2026-01-04,Alan Matturro,-0.003
2026-01-04,Abdel Alhassane,-0.003
2026-01-04,Andrés Castrín,-0.003
2026-01-04,Mauro Arambarri,-0.003
2026-01-04,Aarón Escandell,-0.003
2026-01-04,Luka Ilic,-0.002
2026-01-04,Omar Mascarell,-0.002
2026-01-04,Aitor Paredes,-0.002
2026-01-04,Álvaro Odriozola,-0.001
2026-01-04,Iván Villar,-0.001
2026-01-04,Manu Morlanes,-0.001
2026-01-04,Lucas Beltrán,-0.001
2026-01-04,Álvaro Carreras,-0.001
2026-01-05,Gonçalo Guedes,0.195
2026-01-05,Rodrygo,0.188
2026-01-05,Gerard Martín,0.178
2026-01-05,Fernando Calero,0.167
2026-01-05,Pepelu,0.15
2026-01-05,Florian Lejeune,0.148
2026-01-05,Samuel Costa,0.141
2026-01-05,Viktor Tsygankov,0.14
2026-01-05,Carlos Romero,0.139
2026-01-05,Raúl Asencio,0.136
2026-01-05,Marc Pubill,0.126
2026-01-05,Jules Koundé,0.118
2026-01-05,Eduardo Camavinga,0.117
2026-01-05,Óscar Mingueza,0.112
2026-01-05,Aleix Febas,0.107
2026-01-05,Javi Puado,0.106
2026-01-05,Alexander Sørloth,0.103
2026-01-05,Mathew Ryan,0.102
2026-01-05,Borja Iglesias,0.099
2026-01-05,Hugo Duro,0.099
2026-01-05,Takefusa Kubo,0.097
2026-01-05,Dani Olmo,0.097
2026-01-05,Aitor Ruibal,0.096
2026-01-05,Antonio Rüdiger,0.093
2026-01-05,Marc Roca,0.093
2026-01-05,Germán Valera,0.091
2026-01-05,Aimar Oroz,0.088
2026-01-05,Rubén García,0.087
2026-01-05,Álvaro Núñez,0.086
2026-01-05,Jan Oblak,0.085
2026-01-05,Leandro Cabrera,0.078
2026-01-05,Pau Cubarsi,0.076
2026-01-05,Álex Berenguer,0.076
2026-01-05,Thibaut Courtois,0.075
2026-01-05,Gonzalo García,0.074
2026-01-05,Koke,0.073
2026-01-05,Lucien Agoumé,0.072
2026-01-05,Jones El-Abdellaoui,0.071
2026-01-05,Tyrhys Dolan,0.07
2026-01-05,Jon Martin,0.07
2026-01-05,David Costas,0.069
2026-01-05,Cucho Hernández,0.068
2026-01-05,Lucas Torró,0.068
2026-01-05,Georges Mikautadze,0.067
2026-01-05,Javi Galán,0.067
2026-01-05,Carlos Vicente,0.066
2026-01-05,Bryan Zaragoza,0.065
2026-01-05,Iñaki Peña,0.064
2026-01-05,Sergio Carreira,0.064
2026-01-05,Edu Expósito,0.062
2026-01-05,Fede Valverde,0.061
2026-01-05,Sergio Herrera,0.06
2026-01-05,Antonio Sivera,0.059
2026-01-05,Joan Garcia,0.057
2026-01-05,Alejandro Balde,0.057
2026-01-05,Azzedine Ounahi,0.057
2026-01-05,Victor Muñoz,0.055
2026-01-05,Alfonso Pedraza,0.055
2026-01-05,Alejandro Catena,0.054
2026-01-05,Alberto Moleiro,0.052
2026-01-05,Martim Neto,0.05
2026-01-05,Matías Moreno,0.049
2026-01-05,Miguel Román,0.048
2026-01-05,Aihen Muñoz,0.048
2026-01-05,Horațiu Moldovan,0.048
2026-01-05,Lucas Boyé,0.047
2026-01-05,Sergi Cardona,0.047
2026-01-05,Diego Conde,0.047
2026-01-05,Aritz Elustondo,0.046
2026-01-05,Eric García,0.045
2026-01-05,Marcos Llorente,0.044
2026-01-05,Jorge de Frutos,0.043
2026-01-05,Matías Dituro,0.043
2026-01-05,Dani Carvajal,0.042
2026-01-05,Adrià Pedrosa,0.041
2026-01-05,Álvaro Rodríguez,0.04
2026-01-05,André Almeida,0.04
2026-01-05,Dani Parejo,0.04
2026-01-05,Álex Forés,0.04
2026-01-05,Frenkie De Jong,0.039
2026-01-05,Mikel Oyarzabal,0.038
2026-01-05,Antoine Griezmann,0.038
2026-01-05,Ionuț Radu,0.038
2026-01-05,Pedro Bigas,0.037
2026-01-05,Dani Raba,0.037
2026-01-05,Carlos Álvarez,0.036
2026-01-05,Jorge Herrando,0.036
2026-01-05,Íñigo Arguibide,0.036
2026-01-05,Hugo Rincón,0.036
2026-01-05,David Affengruber,0.035
2026-01-05,Daley Blind,0.035
2026-01-05,Kike Salas,0.035
2026-01-05,Íñigo Lekue,0.035
2026-01-05,Pere Milla,0.034
2026-01-05,Juan Cruz,0.034
2026-01-05,Javi Llabrés,0.034
2026-01-05,Omar El Hilali,0.033
2026-01-05,Urko González,0.033
2026-01-05,Jon Ander Olasagasti,0.033
2026-01-05,Stole Dimitrievski,0.033
2026-01-05,Nico Serrano,0.033
2026-01-05,Pablo Marín,0.033
2026-01-05,Alemão,0.033
2026-01-05,Aurélien Tchouaméni,0.032
2026-01-05,Oso,0.032
2026-01-05,Yago Santiago,0.032
2026-01-05,Juan Musso,0.031
2026-01-05,Andreas Christensen,0.031
2026-01-05,Álvaro Lemos,0.031
2026-01-05,Oier Luengo,0.031
2026-01-05,Ferran Torres,0.03
2026-01-05,Joan Jordan,0.03
2026-01-05,Logan Costa,0.029
2026-01-05,Óscar Valentín,0.028
2026-01-05,David López,0.028
2026-01-05,Cristian Rivero,0.027
2026-01-05,Marc Bartra,0.026
2026-01-05,Marc Aguado,0.025
2026-01-05,Ter Stegen,0.025
2026-01-05,Pablo Fornals,0.024
2026-01-05,Nelson Deossa,0.024
2026-01-05,Unai Marrero,0.024
2026-01-05,Raphinha,0.023
2026-01-05,Williot Swedberg,0.023
2026-01-05,Federico Viñas,0.023
2026-01-05,Iker Losada,0.023
2026-01-05,Léo Pétrot,0.023
2026-01-05,Joseph Aidoo,0.022
2026-01-05,Gorka Guruzeta,0.021
2026-01-05,Joel Roca,0.021
2026-01-05,Iván Balliu,0.021
2026-01-05,Christian Stuani,0.021
2026-01-05,Óscar Trejo,0.021
2026-01-05,Baptiste Santamaria,0.021
2026-01-05,Vedat Muriqi,0.02
2026-01-05,David López,0.02
2026-01-05,Fermín López,0.019
2026-01-05,Antonio Raíllo,0.019
2026-01-05,Javi Rodríguez,0.019
2026-01-05,Kike Barja,0.019
2026-01-05,Alex Baena,0.017
2026-01-05,Carlos Espí,0.017
2026-01-05,Adam Boayar,0.017
2026-01-05,Dro Fernández,0.017
2026-01-05,Hugo Álvarez,0.017
2026-01-05,Sheraldo Becker,0.017
2026-01-05,Fran García,0.016
2026-01-05,Junior Firpo,0.016
2026-01-05,Antonio Sánchez,0.016
2026-01-05,Josan Ferrández,0.016
2026-01-05,Gavi,0.015
2026-01-05,Unai Elgezabal,0.015
2026-01-05,Alejandro Iturbe,0.015
2026-01-05,Pedri,0.013
2026-01-05,Adrián de la Fuente,0.013
2026-01-05,Brahim Díaz,0.013
2026-01-05,Andriy Lunin,0.013
2026-01-05,Abel Ruiz,0.013
2026-01-05,Pablo Torre,0.013
2026-01-05,Víctor Parada,0.013
2026-01-05,Raúl García de Haro,0.012
2026-01-05,Luca Koleosho,0.012
2026-01-05,Raúl Fernández,0.012
2026-01-05,Dani Calvo,0.012
2026-01-05,Gerard Moreno,0.011
2026-01-05,Mouctar Diakhaby,0.011
2026-01-05,Ovie Ejaria,0.011
2026-01-05,Jude Bellingham,0.01
2026-01-05,Carlos Soler,0.01
2026-01-05,Orri Óskarsson,0.01
2026-01-05,Nacho Vidal,0.01
2026-01-05,Youssef Enríquez,0.01
2026-01-05,Lamine Yamal,0.009
2026-01-05,Ezequiel Ávila,0.009
2026-01-05,Alexis Sánchez,0.008
2026-01-05,Dimitri Foulquier,0.008
2026-01-05,Roberto Fernández,0.007
2026-01-05,Goduine Koyalipou,0.007
2026-01-05,Unai Simón,0.006
2026-01-05,Valentin Rosier,0.006
2026-01-05,Omar Mascarell,0.006
2026-01-05,Andoni Gorosabel,0.006
2026-01-05,Ángel Fortuño,0.006
2026-01-05,Vladyslav Vanat,0.005
2026-01-05,Moussa Diarra,0.005
2026-01-05,Juan Carlos Martín,0.005
2026-01-05,Manu Morlanes,0.004
2026-01-05,Ismael Bekhoucha,0.004
2026-01-05,Jorge Cabello,0.004
2026-01-05,Ilyas Chaira,0.004
2026-01-05,Toni Fernández,0.004
2026-01-05,Ante Budimir,0.003
2026-01-05,Conor Gallagher,0.003
2026-01-05,Carlos Martín,0.003
2026-01-05,Diego Morcillo,0.003
2026-01-05,Aarón Escandell,0.002
2026-01-05,Pablo Martínez,0.002
2026-01-05,Marcão,0.002
2026-01-05,Beñat Turrientes,0.001
2026-01-05,Jonny Otto,-0.18
2026-01-05,Yuri Berchiche,-0.176
2026-01-05,Nico González,-0.168
2026-01-05,André Silva,-0.164
2026-01-05,Trent Alexander-Arnold,-0.164
2026-01-05,Ronald Araújo,-0.16
2026-01-05,Borja Mayoral,-0.16
2026-01-05,Gabriel Suazo,-0.157
2026-01-05,José Ángel Carmona,-0.143
2026-01-05,Diego López,-0.142
2026-01-05,Renato Veiga,-0.141
2026-01-05,César Tárrega,-0.135
2026-01-05,Julen Agirrezabala,-0.132
2026-01-05,Álvaro García,-0.132
2026-01-05,Flavien Boyomo,-0.127
2026-01-05,Oihan Sancet,-0.124
2026-01-05,Abel Bretones,-0.121
2026-01-05,Éder Militão,-0.121
2026-01-05,Pape Gueye,-0.12
2026-01-05,David Soria,-0.118
2026-01-05,Isco,-0.118
2026-01-05,Iago Aspas,-0.114
2026-01-05,Aymeric Laporte,-0.113
2026-01-05,José Luis Gayà,-0.112
2026-01-05,Iñigo Ruiz De Galarreta,-0.108
2026-01-05,Jon Moncayola,-0.108
2026-01-05,Sergi Altimira,-0.107
2026-01-05,Dean Huijsen,-0.107
2026-01-05,Jon Gorrotxategi,-0.104
2026-01-05,Johan Mojica,-0.104
2026-01-05,Pep Chavarría,-0.104
2026-01-05,Akor Adams,-0.103
2026-01-05,Pablo Maffeo,-0.103
2026-01-05,Juan Iglesias,-0.102
2026-01-05,Iván Martín,-0.101
2026-01-05,Thiago Almada,-0.099
2026-01-05,Luis Rioja,-0.098
2026-01-05,Rafa Marín,-0.098
2026-01-05,Iván Romero,-0.095
2026-01-05,Adrián Liso,-0.094
2026-01-05,Augusto Batalla,-0.093
2026-01-05,Etta Eyong,-0.093
2026-01-05,Hector Fort,-0.092
2026-01-05,Dávid Hancko,-0.092
2026-01-05,Giovani Lo Celso,-0.091
2026-01-05,Nico Williams,-0.09
2026-01-05,Arnaut Danjuma,-0.088
2026-01-05,Daniel Vivian,-0.085
2026-01-05,Manu Sánchez,-0.083
2026-01-05,Paulo Gazzaniga,-0.083
2026-01-05,Moi Gómez,-0.082
2026-01-05,Nobel Mendy,-0.082
2026-01-05,Andrei Rațiu,-0.082
2026-01-05,Marc Casadó,-0.08
2026-01-05,Clemens Riedel,-0.076
2026-01-05,Nahuel Tenaglia,-0.076
2026-01-05,Javi Guerra,-0.075
2026-01-05,Kike García,-0.075
2026-01-05,Antonio Blanco,-0.075
2026-01-05,Ayoze Pérez,-0.075
2026-01-05,Arnau Martínez,-0.074
2026-01-05,Luiz Júnior,-0.074
2026-01-05,César Azpilicueta,-0.073
2026-01-05,Sofyan Amrabat,-0.073
2026-01-05,Mikel Jauregizar,-0.07
2026-01-05,Ferran Jutglà,-0.068
2026-01-05,Rafa Mir,-0.067
2026-01-05,Giuliano Simeone,-0.065
2026-01-05,Marcus Rashford,-0.065
2026-01-05,Haissem Hassan,-0.062
2026-01-05,David Carmo,-0.062
2026-01-05,Odysseas Vlachodimos,-0.062
2026-01-05,Clément Lenglet,-0.06
2026-01-05,Martin Valjent,-0.06
2026-01-05,Robin Le Normand,-0.06
2026-01-05,Lucas Bergström,-0.059
2026-01-05,Denis Suárez,-0.058
2026-01-05,Isaac Romero,-0.057
2026-01-05,Filip Ugrinic,-0.056
2026-01-05,Pathé Ciss,-0.056
2026-01-05,Jesús Areso,-0.056
2026-01-05,Natan Souza,-0.056
2026-01-05,Victor Chust,-0.055
2026-01-05,Sergio Gómez,-0.055
2026-01-05,Federico Gattoni,-0.054
2026-01-05,Aitor Paredes,-0.054
2026-01-05,Hugo Sotelo,-0.053
2026-01-05,Leo Román,-0.053
2026-01-05,Juan Foyth,-0.053
2026-01-05,Peque Fernández,-0.051
2026-01-05,Thomas Partey,-0.05
2026-01-05,Toni Lato,-0.049
2026-01-05,Alberto Reina,-0.049
2026-01-05,Mateo Joseph,-0.049
2026-01-05,Isi Palazón,-0.049
2026-01-05,Luis Milla,-0.048
2026-01-05,José Salinas,-0.047
2026-01-05,Miguel Rubio,-0.047
2026-01-05,Thiago Fernández,-0.047
2026-01-05,Mario Martín,-0.047
2026-01-05,Brais Méndez,-0.047
2026-01-05,Nicolas Pépé,-0.047
2026-01-05,Tani Oluwaseyi,-0.046
2026-01-05,Franco Mastantuono,-0.046
2026-01-05,Abde Ezzalzouli,-0.046
2026-01-05,Charles Pickel,-0.045
2026-01-05,Thiago Borbas,-0.045
2026-01-05,Roony Bardghji,-0.045
2026-01-05,Diego Rico,-0.045
2026-01-05,Igor Zubeldia,-0.045
2026-01-05,Arda Güler,-0.045
2026-01-05,Alex Padilla,-0.044
2026-01-05,Jeremy Toljan,-0.044
2026-01-05,Héctor Bellerín,-0.044
2026-01-05,Randy Nteka,-0.043
2026-01-05,Vladyslav Krapyvtsov,-0.043
2026-01-05,Rodrigo Mendoza,-0.043
2026-01-05,Nico Fonseca,-0.043
2026-01-05,Dani Ceballos,-0.043
2026-01-05,Valentín Gómez,-0.043
2026-01-05,Mihailo Ristić,-0.042
2026-01-05,Víctor García,-0.042
2026-01-05,Javi López,-0.042
2026-01-05,Toni Martínez,-0.042
2026-01-05,Manu Fernández,-0.041
2026-01-05,Nahuel Molina,-0.041
2026-01-05,Wojciech Szczęsny,-0.041
2026-01-05,Domingos Duarte,-0.041
2026-01-05,Dakonam Djené,-0.041
2026-01-05,Oriol Rey,-0.04
2026-01-05,Marc Bernal,-0.04
2026-01-05,Thierry Correia,-0.04
2026-01-05,Antoniu Roca,-0.039
2026-01-05,Pacha Espino,-0.039
2026-01-05,Unai López,-0.039
2026-01-05,Djibril Sow,-0.039
2026-01-05,Ander Barrenetxea,-0.039
2026-01-05,Manu Bueno,-0.038
2026-01-05,Beñat Prados,-0.038
2026-01-05,Fran Beltrán,-0.038
2026-01-05,Pau López,-0.038
2026-01-05,Santi Cazorla,-0.038
2026-01-05,Lucas Beltrán,-0.038
2026-01-05,Santi Comesaña,-0.038
2026-01-05,Carlos Dominguez,-0.037
2026-01-05,Damián Rodríguez,-0.037
2026-01-05,Tajon Buchanan,-0.037
2026-01-05,Fábio Cardoso,-0.036
2026-01-05,Leander Dendoncker,-0.036
2026-01-05,Jon Aramburu,-0.036
2026-01-05,Jozhua Vertrouwd,-0.035
2026-01-05,Roger Brugué,-0.034
2026-01-05,Mikel Vesga,-0.033
2026-01-05,Pedro Díaz,-0.033
2026-01-05,Allan Nyom,-0.033
2026-01-05,Santiago Colombatto,-0.033
2026-01-05,Lancinet Kourouma,-0.032
2026-01-05,Álex Sancris,-0.032
2026-01-05,Fede Redondo,-0.032
2026-01-05,Carl Starfelt,-0.032
2026-01-05,Marc Domènech,-0.031
2026-01-05,Mariano Díaz,-0.031
2026-01-05,José Giménez,-0.031
2026-01-05,Grady Diangana,-0.03
2026-01-05,Coba da Costa,-0.03
2026-01-05,Gerard Gumbau,-0.03
2026-01-05,Juanlu Sánchez,-0.03
2026-01-05,Iker Muñoz,-0.029
2026-01-05,Kervin Arriaga,-0.029
2026-01-05,Kwasi Sibo,-0.028
2026-01-05,Kiko Femenía,-0.028
2026-01-05,Robert Navarro,-0.028
2026-01-05,Pablo Ibáñez,-0.028
2026-01-05,Axel Witsel,-0.028
2026-01-05,Ilaix Moriba,-0.027
2026-01-05,Chidera Ejuke,-0.026
2026-01-05,Carlos Benavídez,-0.026
2026-01-05,Bryan Gil,-0.026
2026-01-05,Julián Álvarez,-0.026
2026-01-05,Sergio Camello,-0.025
2026-01-05,Iñaki Williams,-0.025
2026-01-05,Alejandro Rego,-0.024
2026-01-05,Ángel Ortiz,-0.024
2026-01-05,Álex Moreno,-0.024
2026-01-05,Santiago Mouriño,-0.024
2026-01-05,Ricardo Rodríguez,-0.023
2026-01-05,Cédric Bakambu,-0.022
2026-01-05,Johnny Cardoso,-0.022
2026-01-05,Arsen Zakharyan,-0.021
2026-01-05,Abde Rebbach,-0.021
2026-01-05,Kareem Tunde,-0.02
2026-01-05,Jan Virgili,-0.02
2026-01-05,Rubén Vargas,-0.02
2026-01-05,Robert Lewandowski,-0.02
2026-01-05,Vinícius Júnior,-0.02
2026-01-05,Adrián San Miguel,-0.019
2026-01-05,Andrés Castrín,-0.019
2026-01-05,Pablo Durán,-0.019
2026-01-05,Pol Lozano,-0.019
2026-01-05,Diego Pampín,-0.017
2026-01-05,Umar Sadiq,-0.017
2026-01-05,Kylian Mbappé,-0.017
2026-01-05,Ali Houary,-0.016
2026-01-05,Luiz Felipe,-0.016
2026-01-05,Abdón Prats,-0.016
2026-01-05,Duje Ćaleta-Car,-0.016
2026-01-05,Jon Pacheco,-0.016
2026-01-05,Takuma Asano,-0.015
2026-01-05,Nikola Maraš,-0.015
2026-01-05,Yáser Asprilla,-0.014
2026-01-05,David Alaba,-0.014
2026-01-05,Franco Cervi,-0.013
2026-01-05,Iván Villar,-0.013
2026-01-05,Rodrigo Riquelme,-0.013
2026-01-05,Pablo Barrios,-0.013
2026-01-05,Antony Santos,-0.013
2026-01-05,Luka Ilic,-0.012
2026-01-05,Adnan Januzaj,-0.012
2026-01-05,Unai Gómez,-0.012
2026-01-05,Alan Matturro,-0.012
2026-01-05,Samu Becerra,-0.012
2026-01-05,Javi Rueda,-0.012
2026-01-05,Marcos Alonso,-0.012
2026-01-05,Urko Izeta,-0.011
2026-01-05,Luka Sučić,-0.011
2026-01-05,Abdul Mumin,-0.011
2026-01-05,Iker Benito,-0.011
2026-01-05,John Donald,-0.011
2026-01-05,Matteo Ruggeri,-0.011
2026-01-05,Álvaro Valles,-0.011
2026-01-05,Lucas Ahijado,-0.01
2026-01-05,Alberto Dadie,-0.01
2026-01-05,Tanguy Nianzou,-0.01
2026-01-05,Yangel Herrera,-0.01
2026-01-05,Carles Aleñá,-0.01
2026-01-05,Eric Bailly,-0.01
2026-01-05,Yoel Lago,-0.009
2026-01-05,Javi Muñoz,-0.009
2026-01-05,Maroan Sannadi,-0.008
2026-01-05,Adama Boiro,-0.008
2026-01-05,Pau Navarro,-0.008
2026-01-05,Nemanja Gudelj,-0.008
2026-01-05,Mauro Arambarri,-0.008
2026-01-05,Víctor Valdepeñas,-0.007
2026-01-05,Hugo Solozábal,-0.007
2026-01-05,Unai Vencedor,-0.007
2026-01-05,David Jiménez,-0.007
2026-01-05,Jofre Carreras,-0.007
2026-01-05,José Copete,-0.007
2026-01-05,Álvaro Carreras,-0.007
2026-01-05,Arnau Tenas,-0.006
2026-01-05,Ander Guevara,-0.006
2026-01-05,Carlos Macia,-0.004
2026-01-05,Pablo Agudín,-0.004
2026-01-05,José Luis Morales,-0.004
2026-01-05,Yeray Álvarez,-0.004
2026-01-05,Javi Hernandez,-0.004
2026-01-05,Batista Mendy,-0.004
2026-01-05,Alex Remiro,-0.004
2026-01-05,Marko Dmitrović,-0.004
2026-01-05,Aitor Fernández,-0.003
2026-01-05,Thomas Lemar,-0.003
2026-01-05,Diego Llorente,-0.003
2026-01-05,Abdel Alhassane,-0.003
2026-01-05,Sergi Darder,-0.002
2026-01-05,Vitor Reis,-0.001
2026-01-06,Gonçalo Guedes,0.211
2026-01-06,Rodrygo,0.187
2026-01-06,Gerard Martín,0.184
2026-01-06,Raúl Asencio,0.183
2026-01-06,Fernando Calero,0.18
2026-01-06,Pepelu,0.171
2026-01-06,Carlos Romero,0.154
2026-01-06,Viktor Tsygankov,0.146
2026-01-06,Mathew Ryan,0.137
2026-01-06,Lucas Boyé,0.132
2026-01-06,Marc Pubill,0.13
2026-01-06,Samuel Costa,0.129
2026-01-06,Javi Puado,0.128
2026-01-06,Jules Koundé,0.123
2026-01-06,Aimar Oroz,0.119
2026-01-06,Álvaro Núñez,0.119
2026-01-06,Tyrhys Dolan,0.118
2026-01-06,Lucas Torró,0.116
2026-01-06,Takefusa Kubo,0.114
2026-01-06,Germán Valera,0.111
2026-01-06,Borja Iglesias,0.108
2026-01-06,Antonio Rüdiger,0.108
2026-01-06,Álex Berenguer,0.107
2026-01-06,Dani Olmo,0.106
2026-01-06,Fede Valverde,0.105
2026-01-06,Alexander Sørloth,0.104
2026-01-06,Antonio Sivera,0.104
2026-01-06,Aitor Ruibal,0.104
2026-01-06,Carlos Vicente,0.1
2026-01-06,Sergio Carreira,0.099
2026-01-06,David Costas,0.099
2026-01-06,Hugo Duro,0.096
2026-01-06,Carlos Álvarez,0.095
2026-01-06,Marc Roca,0.094
2026-01-06,Koke,0.093
2026-01-06,Rubén García,0.092
2026-01-06,Bryan Zaragoza,0.091
2026-01-06,Pau Cubarsi,0.088
2026-01-06,Jon Martin,0.086
2026-01-06,Gonzalo García,0.086
2026-01-06,Thibaut Courtois,0.085
2026-01-06,Iñaki Peña,0.085
2026-01-06,Leandro Cabrera,0.084
2026-01-06,Lucien Agoumé,0.084
2026-01-06,Omar El Hilali,0.081
2026-01-06,Georges Mikautadze,0.076
2026-01-06,Cucho Hernández,0.075
2026-01-06,Alejandro Catena,0.074
2026-01-06,Vitor Reis,0.074
2026-01-06,Sergio Herrera,0.073
2026-01-06,Álvaro Rodríguez,0.073
2026-01-06,Javi Galán,0.073
2026-01-06,Mikel Oyarzabal,0.072
2026-01-06,David Affengruber,0.067
2026-01-06,Alfonso Pedraza,0.067
2026-01-06,Pere Milla,0.066
2026-01-06,Sergi Cardona,0.065
2026-01-06,André Almeida,0.064
2026-01-06,Pedro Bigas,0.063
2026-01-06,Eduardo Camavinga,0.062
2026-01-06,Frenkie De Jong,0.061
2026-01-06,Alejandro Balde,0.06
2026-01-06,Alberto Moleiro,0.059
2026-01-06,Joan Garcia,0.059
2026-01-06,Azzedine Ounahi,0.059
2026-01-06,Ferran Torres,0.058
2026-01-06,Jorge de Frutos,0.058
2026-01-06,Marc Aguado,0.058
2026-01-06,Vedat Muriqi,0.056
2026-01-06,Martim Neto,0.056
2026-01-06,Pablo Fornals,0.055
2026-01-06,Dani Parejo,0.055
2026-01-06,Jan Oblak,0.054
2026-01-06,Kike Salas,0.053
2026-01-06,Ionuț Radu,0.052
2026-01-06,Óscar Mingueza,0.052
2026-01-06,Roberto Fernández,0.05
2026-01-06,Miguel Román,0.05
2026-01-06,Pichu Cuéllar,0.05
2026-01-06,Giacomo Raspadori,0.05
2026-01-06,Eric García,0.049
2026-01-06,Luka Ilic,0.049
2026-01-06,Dominik Livakovic,0.049
2026-01-06,Aitor Mañas,0.049
2026-01-06,José Luis Morales,0.048
2026-01-06,Víctor García,0.048
2026-01-06,Unai Simón,0.047
2026-01-06,Vladyslav Vanat,0.047
2026-01-06,Jones El-Abdellaoui,0.047
2026-01-06,Florian Lejeune,0.046
2026-01-06,Iker Losada,0.046
2026-01-06,Fábio Cardoso,0.046
2026-01-06,Gerard Moreno,0.045
2026-01-06,Jon Karrikaburu,0.045
2026-01-06,Aleix Febas,0.044
2026-01-06,Marcos Llorente,0.044
2026-01-06,Dani Carvajal,0.044
2026-01-06,Jozhua Vertrouwd,0.044
2026-01-06,Alejandro Rego,0.044
2026-01-06,Ante Budimir,0.043
2026-01-06,Iván Villar,0.043
2026-01-06,Fran Pérez,0.043
2026-01-06,Hugo Solozábal,0.043
2026-01-06,Aurélien Tchouaméni,0.042
2026-01-06,Óscar Valentín,0.042
2026-01-06,Williot Swedberg,0.042
2026-01-06,Dani Cárdenas,0.042
2026-01-06,Daley Blind,0.04
2026-01-06,Jorge Herrando,0.04
2026-01-06,Juanmi Jiménez,0.04
2026-01-06,Victor Muñoz,0.038
2026-01-06,Antonio Raíllo,0.038
2026-01-06,Beñat Turrientes,0.038
2026-01-06,Yangel Herrera,0.038
2026-01-06,Urko González,0.036
2026-01-06,Ter Stegen,0.036
2026-01-06,Ørjan Nyland,0.036
2026-01-06,Yoel Lago,0.036
2026-01-06,Raphinha,0.035
2026-01-06,Edu Expósito,0.035
2026-01-06,Fermín López,0.035
2026-01-06,Matías Moreno,0.035
2026-01-06,Fran García,0.035
2026-01-06,Alex Baena,0.034
